ID,W8,starttime,endtime,pi1grid21,pi1a21,pi1b21,pi1c21,likelihood,senvote,senvote_other,plaidMotivation,reformMotivation,E_grid,E_grid_1,E_grid_2,E_grid_3,age,profile_gender,profile_socialgrade_cie,profile_education_level,media_source_main,ethnicity_new,profile_religion,profile_work_stat,NSsec_census_15categories,NSsec_census_9categories,profile_gross_household,profile_gross_personal,senedd_vote_2021,pcon_may24,profile_oslaua
49,.370668151,28-Nov-2025 14:48:25.72,28-Nov-2025 15:00:38.93,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They are best placed to stop Reform UK,,1,5,3,5,79,Male,E,"Other technical, professional or higher qualification",Radio,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L9: Own account workers,L8 and L9 Small employers and own account workers,"£15,000 to £19,999 per year","£10,000 to £14,999 per year","Yes, I did",Caerfyrddin,Carmarthenshire
50,1.839278465,30-Nov-2025 10:56:44.27,30-Nov-2025 11:13:10.89,1,Fairly interested,Not at all interested,Fairly interested,10 – Absolutely certain to vote,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,0 – Not at all,0 – Not at all,69,Male,C1,Teaching qualification (not degree),A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L5: Lower managerial and administrative occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£35,000 to £39,999 per year","£35,000 to £39,999 per year","Yes, I did",Swansea West,Swansea
51,.929422973,1-Dec-2025 20:02:22.48,1-Dec-2025 20:21:20.42,1,Not very interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Reform UK,,,Nigel Farage is the only leader who understands ordinary people’s problems,1,10 – Very strongly,0 – Not at all,10 – Very strongly,86,Male,D,No formal qualifications,Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L8: Employers in small establishments,L8 and L9 Small employers and own account workers,Prefer not to answer,Prefer not to answer,"Yes, I did",Ynys Mon,Isle of Anglesey
52,1.287255842,2-Dec-2025 10:34:21.99,3-Dec-2025 10:46:26.46,1,Fairly interested,Fairly interested,Fairly interested,0 – Certain NOT to vote,Would not vote,,,,1,9,10 – Very strongly,0 – Not at all,49,Female,C2,City & Guilds certificate,Social network websites,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"£35,000 to £39,999 per year","£10,000 to £14,999 per year","Yes, I did",Pontypridd,"Rhondda, Cynon, Taff"
53,1.173536076,2-Dec-2025 18:25:03.05,2-Dec-2025 18:42:42.72,1,Not at all interested,Not at all interested,Not at all interested,8,Don't know,,,,1,9,4,9,71,Female,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L7: Intermediate occupations,L7 Intermediate occupations,"£25,000 to £29,999 per year","£25,000 to £29,999 per year","Yes, I did",Cardiff East,Cardiff
54,.891846985,25-Nov-2025 11:27:18.98,25-Nov-2025 11:52:32.57,1,Not very interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Plaid Cymru,,They’re the only party serious about standing up for Wales,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,83,Male,C2,City & Guilds certificate,Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L11: Lower technical occupations,L10 and L11 Lower supervisory and technical occupations,Don't know,Don't know,"Yes, I did",Neath and Swansea East,Neath Port Talbot
55,.460402929,9-Dec-2025 09:52:41.47,9-Dec-2025 10:10:30.76,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,9,9,5,79,Male,C1,ONC,A printed copy of a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations",Don't know,Don't know,"Yes, I did","Brecon, Radnor and Cwm Tawe",Powys
56,.523132895,27-Nov-2025 09:23:26.94,27-Nov-2025 14:25:51.37,1,Fairly interested,Very interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,There's no real difference between the other parties,,1,5,9,2,45,Male,B,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working part time (8-29 hours a week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£50,000 to £59,999 per year","£25,000 to £29,999 per year","Yes, I did",Cardiff North,Cardiff
57,.9944170959999999,1-Dec-2025 18:55:24.79,1-Dec-2025 19:10:44.38,1,Fairly interested,Very interested,Fairly interested,10 – Absolutely certain to vote,Wales Green,,,,1,0 – Not at all,10 – Very strongly,0 – Not at all,50,Female,C1,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",A newspaper's website,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Not working,L14: Never worked and long-term unemployed,L14.1 and L14.2 Never worked and long-term unemployed,"£20,000 to £24,999 per year","under £5,000 per year","Yes, I did",Gower,Swansea
58,.73418119,27-Nov-2025 10:14:44.02,27-Nov-2025 10:27:24.83,1,Very interested,Very interested,Fairly interested,7,Reform UK,,,They’re the only party serious about tackling immigration,1,10 – Very strongly,10 – Very strongly,0 – Not at all,79,Female,B,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations",Prefer not to answer,Prefer not to answer,"Yes, I did",Swansea West,Swansea
59,1.019364541,2-Dec-2025 09:57:41.16,2-Dec-2025 10:13:49.29,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Welsh Conservative,,,,1,10 – Very strongly,9,2,84,Female,B,"Other technical, professional or higher qualification",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L6: Higher supervisory occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£35,000 to £39,999 per year","£20,000 to £24,999 per year","Yes, I did","Brecon, Radnor and Cwm Tawe",Powys
60,.488143867,2-Dec-2025 13:54:21.61,2-Dec-2025 14:06:37.21,1,Fairly interested,Not very interested,Fairly interested,10 – Absolutely certain to vote,Don't know,,,,1,9,0 – Not at all,8,82,Female,E,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news website not associated with a newspaper,Any other White background,"No, I do not regard myself as belonging to any particular religion.",Retired,L2: Higher managerial and administrative occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£15,000 to £19,999 per year","£15,000 to £19,999 per year","Yes, I did",Montgomeryshire and Glyndwr,Wrexham
61,.731365209,7-Dec-2025 11:54:51.16,7-Dec-2025 12:14:17.70,1,Fairly interested,Fairly interested,Very interested,10 – Absolutely certain to vote,Welsh Labour,,,,1,8,9,0 – Not at all,77,Male,C1,"Other technical, professional or higher qualification",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Other,Retired,L6: Higher supervisory occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£50,000 to £59,999 per year","£25,000 to £29,999 per year","Yes, I did",Mid and South Pembrokeshire,Pembrokeshire
62,1.15294334,30-Nov-2025 12:16:55.12,30-Nov-2025 12:26:49.99,1,Fairly interested,Fairly interested,Not very interested,10 – Absolutely certain to vote,Don't know,,,,1,10 – Very strongly,10 – Very strongly,0 – Not at all,62,Male,C1,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L3: Higher professional occupations,"L1, L2 and L3 Higher managerial, administrative and professional occupations","£10,000 to £14,999 per year","£10,000 to £14,999 per year","Yes, I did",Bridgend,Bridgend
63,.566977133,3-Dec-2025 21:13:17.43,3-Dec-2025 21:23:37.96,1,Not very interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Don't know,,,,1,5,10 – Very strongly,0 – Not at all,54,Female,D,"CSE grade 1, GCE O level, GCSE, School Certificate",Television,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Other,L13: Routine occupations,L13 Routine occupations,Prefer not to answer,Prefer not to answer,"Yes, I did",Cardiff West,Cardiff
64,.815226262,6-Dec-2025 12:22:24.50,6-Dec-2025 12:32:34.00,1,Not very interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Welsh Liberal Democrat,,,,1,5,5,3,39,Female,C1,GCE A level or Higher Certificate,None of the above,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Working full time (30 or more hours per week),L7: Intermediate occupations,L7 Intermediate occupations,"£50,000 to £59,999 per year","£50,000 to £59,999 per year","Yes, I did",Pontypridd,"Rhondda, Cynon, Taff"
65,1.653370186,30-Nov-2025 17:35:28.52,30-Nov-2025 17:50:54.92,1,Fairly interested,Not very interested,Fairly interested,9,Reform UK,,,At least it’s something new and they can’t make a worse mess than anyone else,1,9,7,6,41,Male,E,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",Social network websites,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Working part time (8-29 hours a week),L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£30,000 to £34,999 per year","£5,000 to £9,999 per year","Yes, I did",Clwyd North,Denbighshire
66,.773392815,28-Nov-2025 20:02:54.03,28-Nov-2025 20:16:16.32,1,Not very interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Plaid Cymru,,They are best placed to stop Reform UK,,1,5,10 – Very strongly,0 – Not at all,71,Female,C1,"CSE grade 1, GCE O level, GCSE, School Certificate",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L9: Own account workers,L8 and L9 Small employers and own account workers,Don't know,Don't know,"Yes, I did",Llanelli,Carmarthenshire
67,.494251551,3-Dec-2025 10:01:42.96,3-Dec-2025 12:07:37.23,1,Not very interested,Not very interested,Fairly interested,7,Don't know,,,,1,0 – Not at all,5,5,78,Female,D,No formal qualifications,Radio,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L13: Routine occupations,L13 Routine occupations,"£20,000 to £24,999 per year","£15,000 to £19,999 per year","Yes, I did",Llanelli,Carmarthenshire
68,.488143867,28-Nov-2025 10:57:37.04,28-Nov-2025 11:08:59.45,1,Fairly interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Reform UK,,,Nigel Farage is the only leader who understands ordinary people’s problems,1,10 – Very strongly,3,10 – Very strongly,81,Female,D,GCE A level or Higher Certificate,A printed copy of a newspaper,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L12: Semi-routine occupations,L12 Semi-routine occupations,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","Yes, I did",Clwyd North,Denbighshire
69,.591426621,28-Nov-2025 09:21:00.48,28-Nov-2025 09:41:47.35,1,Fairly interested,Fairly interested,Fairly interested,10 – Absolutely certain to vote,Plaid Cymru,,They are best placed to stop Reform UK,,1,7,8,6,74,Female,B,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",A news website not associated with a newspaper,English / Welsh / Scottish / Northern Irish / British,"No, I do not regard myself as belonging to any particular religion.",Retired,L4: Lower professional and higher technical occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£20,000 to £24,999 per year","£20,000 to £24,999 per year","Yes, I did",Caerfyrddin,Carmarthenshire
70,1.603472987,3-Dec-2025 12:23:29.06,3-Dec-2025 12:34:00.90,1,Not at all interested,Not at all interested,Not at all interested,8,Welsh Liberal Democrat,,,,1,10 – Very strongly,0 – Not at all,10 – Very strongly,80,Female,E,"Other technical, professional or higher qualification",Television,English / Welsh / Scottish / Northern Irish / British,Yes - Roman Catholic,Retired,L7: Intermediate occupations,L7 Intermediate occupations,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","No, I did not",Montgomeryshire and Glyndwr,Wrexham
71,.429802653,26-Nov-2025 10:03:27.75,26-Nov-2025 10:22:39.55,1,Not very interested,Not very interested,Not very interested,10 – Absolutely certain to vote,Reform UK,,,At least it’s something new and they can’t make a worse mess than anyone else,1,10 – Very strongly,9,3,77,Female,A,GCE A level or Higher Certificate,A printed copy of a newspaper,English / Welsh / Scottish / Northern Irish / British,Yes - Church of England/Anglican/Episcopal,Retired,L5: Lower managerial and administrative occupations,"L4, L5 and L6 Lower managerial, administrative and professional occupations","£40,000 to £44,999 per year","£10,000 to £14,999 per year","Yes, I did",Mid and South Pembrokeshire,Pembrokeshire
